connectivityId,macId,data,data_tech,roaming,wifi,airplane,bluetooth,nfc,gps,vpn,usb,timestamp
27374,234,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,2019-11-21 08:25:53.***
27375,234,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,2019-11-21 08:25:53.***
27376,234,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,2019-11-21 08:25:53.***
27377,234,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,2019-11-21 08:25:53.***
27378,234,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,2019-11-21 08:25:54.***
27379,234,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,2019-11-21 08:25:54.***
27380,234,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,2019-11-21 08:25:54.***
27381,234,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,2019-11-21 08:25:54.***
27382,234,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,2019-11-21 08:25:54.***
27383,234,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,2019-11-21 08:25:55.***
27384,234,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,2019-11-21 08:25:55.***
27385,234,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,2019-11-21 08:25:55.***
27386,234,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,2019-11-21 08:25:55.***
27387,234,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,2019-11-21 08:25:55.***
27388,234,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,2019-11-21 08:25:55.***
27389,234,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,2019-11-21 08:25:55.***
1,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
2,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
3,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
4,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
5,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
6,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
7,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
8,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
9,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
10,2,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
11,2,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
12,2,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
13,2,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
14,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
15,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
16,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
17,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
18,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
19,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
20,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
21,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
22,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
23,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
24,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
25,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
26,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
27,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
28,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
29,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
30,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
31,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
32,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
33,4,1,NULL,NULL,1,0,0,NULL,0,NULL,NULL,*
34,4,1,NULL,NULL,1,0,0,NULL,0,NULL,NULL,*
35,4,1,NULL,NULL,1,0,0,NULL,0,NULL,NULL,*
36,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
37,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
38,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
39,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
40,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
41,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
42,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
43,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
44,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
45,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
46,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
47,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
48,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
49,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
50,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
51,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
52,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
53,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
54,5,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
55,5,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
56,5,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
57,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
58,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
59,5,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
60,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
61,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
62,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
63,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
64,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
65,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
66,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
67,5,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
68,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
69,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
70,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
71,5,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
72,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
73,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
74,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
75,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
76,5,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
77,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
78,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
79,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
80,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
81,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
82,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
83,5,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
84,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
85,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
86,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
87,5,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
88,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
89,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
90,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
91,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
92,1,1,NULL,NULL,1,0,0,NULL,1,NULL,NULL,*
93,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
94,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
95,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
96,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
97,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
98,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
99,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
100,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
101,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
102,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
103,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
104,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
105,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
106,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
107,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
108,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
109,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
110,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
111,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
112,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
113,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
114,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
115,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
116,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
117,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
118,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
119,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
120,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
121,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
122,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
123,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
124,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
125,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
126,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
127,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
128,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
129,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
130,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
131,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
132,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
133,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
134,7,0,NULL,NULL,1,0,0,NULL,0,NULL,NULL,*
135,7,0,NULL,NULL,1,0,0,NULL,0,NULL,NULL,*
136,7,0,NULL,NULL,1,0,0,NULL,0,NULL,NULL,*
137,7,0,NULL,NULL,1,0,0,NULL,0,NULL,NULL,*
138,7,0,NULL,NULL,1,0,0,NULL,0,NULL,NULL,*
139,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
140,6,1,NULL,NULL,1,0,1,NULL,0,NULL,NULL,*
141,6,1,NULL,NULL,1,0,1,NULL,0,NULL,NULL,*
142,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
143,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
144,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
145,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
146,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
147,7,0,NULL,NULL,1,0,0,NULL,0,NULL,NULL,*
148,7,0,NULL,NULL,1,0,0,NULL,0,NULL,NULL,*
149,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
150,7,0,NULL,NULL,1,0,0,NULL,0,NULL,NULL,*
151,7,0,NULL,NULL,1,0,0,NULL,0,NULL,NULL,*
152,7,0,NULL,NULL,1,0,0,NULL,0,NULL,NULL,*
153,7,0,NULL,NULL,1,0,0,NULL,0,NULL,NULL,*
154,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
155,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
156,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
157,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
158,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
159,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
160,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
161,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
162,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
163,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
164,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
165,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
166,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
167,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
168,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
169,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
170,6,1,NULL,NULL,1,0,1,NULL,0,NULL,NULL,*
171,10,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
172,10,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
173,10,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
174,10,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
175,10,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
176,10,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
177,10,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
178,10,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
179,6,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
180,10,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
181,10,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
182,10,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
183,10,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
184,10,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
185,10,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
186,10,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
187,10,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
188,10,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
189,10,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
190,10,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
191,10,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
192,10,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
193,10,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
194,10,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
195,6,1,NULL,NULL,1,0,1,NULL,0,NULL,NULL,*
196,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
197,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
198,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
199,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
200,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
201,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
202,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
203,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
204,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
205,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
206,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
207,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
208,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
209,10,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
210,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
211,10,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
212,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
213,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
214,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
215,10,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
216,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
217,10,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
218,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
219,10,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
220,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
221,10,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
222,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
223,10,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
224,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
225,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
226,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
227,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
228,10,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
229,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
230,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
231,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
232,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
233,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
234,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
235,10,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
236,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
237,10,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
238,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
239,10,1,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
240,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
241,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
242,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
243,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
244,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
245,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
246,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
247,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
248,12,1,NULL,NULL,1,0,1,NULL,0,NULL,NULL,*
249,12,1,NULL,NULL,1,0,1,NULL,0,NULL,NULL,*
250,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
251,12,1,NULL,NULL,1,0,1,NULL,0,NULL,NULL,*
252,12,1,NULL,NULL,1,0,1,NULL,0,NULL,NULL,*
253,12,1,NULL,NULL,1,0,1,NULL,0,NULL,NULL,*
254,12,1,NULL,NULL,1,0,1,NULL,0,NULL,NULL,*
255,12,1,NULL,NULL,1,0,1,NULL,0,NULL,NULL,*
256,12,1,NULL,NULL,1,0,1,NULL,0,NULL,NULL,*
257,12,1,NULL,NULL,1,0,1,NULL,0,NULL,NULL,*
258,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
259,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
260,12,1,NULL,NULL,1,0,1,NULL,0,NULL,NULL,*
261,12,1,NULL,NULL,1,0,1,NULL,0,NULL,NULL,*
262,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
263,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
264,12,1,NULL,NULL,1,0,1,NULL,0,NULL,NULL,*
265,12,1,NULL,NULL,1,0,1,NULL,0,NULL,NULL,*
266,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
267,12,1,NULL,NULL,1,0,1,NULL,0,NULL,NULL,*
268,12,1,NULL,NULL,1,0,1,NULL,0,NULL,NULL,*
269,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
270,12,1,NULL,NULL,1,0,1,NULL,0,NULL,NULL,*
271,12,1,NULL,NULL,1,0,1,NULL,0,NULL,NULL,*
272,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
273,12,1,NULL,NULL,1,0,1,NULL,0,NULL,NULL,*
274,12,1,NULL,NULL,1,0,1,NULL,0,NULL,NULL,*
275,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
276,12,1,NULL,NULL,1,0,1,NULL,0,NULL,NULL,*
277,12,1,NULL,NULL,1,0,1,NULL,0,NULL,NULL,*
278,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
279,12,1,NULL,NULL,1,0,1,NULL,0,NULL,NULL,*
280,12,1,NULL,NULL,1,0,1,NULL,0,NULL,NULL,*
281,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
282,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
283,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
284,12,1,NULL,NULL,1,0,1,NULL,0,NULL,NULL,*
285,12,1,NULL,NULL,1,0,1,NULL,0,NULL,NULL,*
286,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
287,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
288,12,1,NULL,NULL,1,0,1,NULL,0,NULL,NULL,*
289,12,1,NULL,NULL,1,0,1,NULL,0,NULL,NULL,*
290,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
291,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
292,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
293,12,1,NULL,NULL,1,0,1,NULL,0,NULL,NULL,*
294,12,1,NULL,NULL,1,0,1,NULL,0,NULL,NULL,*
295,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
296,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
297,12,1,NULL,NULL,1,0,1,NULL,0,NULL,NULL,*
298,12,1,NULL,NULL,1,0,1,NULL,0,NULL,NULL,*
299,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
300,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
301,12,1,NULL,NULL,1,0,1,NULL,0,NULL,NULL,*
302,12,1,NULL,NULL,1,0,1,NULL,0,NULL,NULL,*
303,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
304,12,1,NULL,NULL,1,0,1,NULL,0,NULL,NULL,*
305,12,1,NULL,NULL,1,0,1,NULL,0,NULL,NULL,*
306,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
307,11,0,NULL,NULL,1,0,1,NULL,1,NULL,NULL,*
308,12,1,NULL,NULL,1,0,1,NULL,0,NULL,NULL,*
309,12,1,NULL,NULL,1,0,1,NULL,0,NULL,NULL,*
310,12,1,NULL,NULL,1,0,1,NULL,0,NULL,NULL,*
311,12,1,NULL,NULL,1,0,1,NULL,0,NULL,NULL,*
312,14,1,NULL,NULL,1,0,1,NULL,0,NULL,NULL,*
313,14,1,NULL,NULL,1,0,1,NULL,0,NULL,NULL,*
314,12,1,NULL,NULL,1,0,1,NULL,0,NULL,NULL,*
315,12,1,NULL,NULL,1,0,1,NULL,0,NULL,NULL,*
