securityId,macId,unknownSources,developerOptions,secure,rooted,debugging,timestamp
26,1,0,1,1,0,NULL,*
27,1,0,1,1,0,NULL,*
28,1,0,1,1,0,NULL,*
29,1,0,1,1,0,NULL,*
30,1,0,1,1,0,NULL,*
31,1,0,1,1,0,NULL,*
32,1,0,1,1,0,NULL,*
33,4,0,1,1,0,NULL,*
34,4,0,1,1,0,NULL,*
35,4,0,1,1,0,NULL,*
36,1,0,1,1,0,NULL,*
37,1,0,1,1,0,NULL,*
38,1,0,1,1,0,NULL,*
39,1,0,1,1,0,NULL,*
40,1,0,1,1,0,NULL,*
41,1,0,1,1,0,NULL,*
42,1,0,1,1,0,NULL,*
43,1,0,1,1,0,NULL,*
44,1,0,1,1,0,NULL,*
45,1,0,1,1,0,NULL,*
46,1,0,1,1,0,NULL,*
47,1,0,1,1,0,NULL,*
48,1,0,1,1,0,NULL,*
49,1,0,1,1,0,NULL,*
50,1,0,1,1,0,NULL,*
51,1,0,1,1,0,NULL,*
52,1,0,1,1,0,NULL,*
53,1,0,1,1,0,NULL,*
54,5,0,0,1,0,NULL,*
55,5,0,0,1,0,NULL,*
56,5,0,0,1,0,NULL,*
57,1,0,1,1,0,NULL,*
58,1,0,1,1,0,NULL,*
59,5,0,0,1,0,NULL,*
60,1,0,1,1,0,NULL,*
61,1,0,1,1,0,NULL,*
62,1,0,1,1,0,NULL,*
63,1,0,1,1,0,NULL,*
64,1,0,1,1,0,NULL,*
65,1,0,1,1,0,NULL,*
66,1,0,1,1,0,NULL,*
67,5,0,0,1,0,NULL,*
68,1,0,1,1,0,NULL,*
69,1,0,1,1,0,NULL,*
70,1,0,1,1,0,NULL,*
71,5,0,0,1,0,NULL,*
72,1,0,1,1,0,NULL,*
73,1,0,1,1,0,NULL,*
74,1,0,1,1,0,NULL,*
75,1,0,1,1,0,NULL,*
76,5,0,0,1,0,NULL,*
77,1,0,1,1,0,NULL,*
78,1,0,1,1,0,NULL,*
79,1,0,1,1,0,NULL,*
80,1,0,1,1,0,NULL,*
81,1,0,1,1,0,NULL,*
82,1,0,1,1,0,NULL,*
83,5,0,0,1,0,NULL,*
84,1,0,1,1,0,NULL,*
85,1,0,1,1,0,NULL,*
86,1,0,1,1,0,NULL,*
87,5,0,0,1,0,NULL,*
88,1,0,1,1,0,NULL,*
89,1,0,1,1,0,NULL,*
90,1,0,1,1,0,NULL,*
91,1,0,1,1,0,NULL,*
92,1,0,1,1,0,NULL,*
93,6,0,1,1,0,NULL,*
94,6,0,1,1,0,NULL,*
95,6,0,1,1,0,NULL,*
96,6,0,1,1,0,NULL,*
97,6,0,1,1,0,NULL,*
98,6,0,1,1,0,NULL,*
99,6,0,1,1,0,NULL,*
100,6,0,1,1,0,NULL,*
101,6,0,1,1,0,NULL,*
102,6,0,1,1,0,NULL,*
103,6,0,1,1,0,NULL,*
104,6,0,1,1,0,NULL,*
105,6,0,1,1,0,NULL,*
106,6,0,1,1,0,NULL,*
107,6,0,1,1,0,NULL,*
108,6,0,1,1,0,NULL,*
109,6,0,1,1,0,NULL,*
110,6,0,1,1,0,NULL,*
111,6,0,1,1,0,NULL,*
112,6,0,1,1,0,NULL,*
113,6,0,1,1,0,NULL,*
114,6,0,1,1,0,NULL,*
115,6,0,1,1,0,NULL,*
116,6,0,1,1,0,NULL,*
117,6,0,1,1,0,NULL,*
118,6,0,1,1,0,NULL,*
119,6,0,1,1,0,NULL,*
120,6,0,1,1,0,NULL,*
121,6,0,1,1,0,NULL,*
122,6,0,1,1,0,NULL,*
123,6,0,1,1,0,NULL,*
124,6,0,1,1,0,NULL,*
125,6,0,1,1,0,NULL,*
126,6,0,1,1,0,NULL,*
127,6,0,1,1,0,NULL,*
128,6,0,1,1,0,NULL,*
129,6,0,1,1,0,NULL,*
130,6,0,1,1,0,NULL,*
131,6,0,1,1,0,NULL,*
132,6,0,1,1,0,NULL,*
133,6,0,1,1,0,NULL,*
134,7,1,0,1,0,NULL,*
135,7,1,0,1,0,NULL,*
136,7,1,0,1,0,NULL,*
137,7,1,0,1,0,NULL,*
138,7,1,0,1,0,NULL,*
139,6,0,1,1,0,NULL,*
140,6,0,1,1,0,NULL,*
141,6,0,1,1,0,NULL,*
142,6,0,1,1,0,NULL,*
143,6,0,1,1,0,NULL,*
144,6,0,1,1,0,NULL,*
145,6,0,1,1,0,NULL,*
146,6,0,1,1,0,NULL,*
147,7,1,0,1,0,NULL,*
148,7,1,0,1,0,NULL,*
149,6,0,1,1,0,NULL,*
150,7,1,0,1,0,NULL,*
151,7,1,0,1,0,NULL,*
152,7,1,0,1,0,NULL,*
153,7,1,0,1,0,NULL,*
154,6,0,1,1,0,NULL,*
155,6,0,1,1,0,NULL,*
156,6,0,1,1,0,NULL,*
157,6,0,1,1,0,NULL,*
158,6,0,1,1,0,NULL,*
159,6,0,1,1,0,NULL,*
160,6,0,1,1,0,NULL,*
161,6,0,1,1,0,NULL,*
162,6,0,1,1,0,NULL,*
163,6,0,1,1,0,NULL,*
164,6,0,1,1,0,NULL,*
165,6,0,1,1,0,NULL,*
166,6,0,1,1,0,NULL,*
167,6,0,1,1,0,NULL,*
168,6,0,1,1,0,NULL,*
169,6,0,1,1,0,NULL,*
170,6,0,1,1,0,NULL,*
171,10,0,0,1,0,NULL,*
172,10,0,0,1,0,NULL,*
173,10,0,0,1,0,NULL,*
174,10,0,0,1,0,NULL,*
175,10,0,0,1,0,NULL,*
176,10,0,0,1,0,NULL,*
177,10,0,0,1,0,NULL,*
178,10,0,0,1,0,NULL,*
179,6,0,1,1,0,NULL,*
180,10,0,0,1,0,NULL,*
181,10,0,0,1,0,NULL,*
182,10,0,0,1,0,NULL,*
183,10,0,0,1,0,NULL,*
184,10,0,0,1,0,NULL,*
185,10,0,0,1,0,NULL,*
186,10,0,0,1,0,NULL,*
187,10,0,0,1,0,NULL,*
188,10,0,0,1,0,NULL,*
189,10,0,0,1,0,NULL,*
190,10,0,0,1,0,NULL,*
191,10,0,0,1,0,NULL,*
192,10,0,0,1,0,NULL,*
193,10,0,0,1,0,NULL,*
194,10,0,0,1,0,NULL,*
195,6,0,1,1,0,NULL,*
196,11,0,1,1,0,NULL,*
197,11,0,1,1,0,NULL,*
198,11,0,1,1,0,NULL,*
199,11,0,1,1,0,NULL,*
200,11,0,1,1,0,NULL,*
201,11,0,1,1,0,NULL,*
202,11,0,1,1,0,NULL,*
203,11,0,1,1,0,NULL,*
204,11,0,1,1,0,NULL,*
205,11,0,1,1,0,NULL,*
206,11,0,1,1,0,NULL,*
207,11,0,1,1,0,NULL,*
208,11,0,1,1,0,NULL,*
209,10,0,0,1,0,NULL,*
210,11,0,1,1,0,NULL,*
211,10,0,0,1,0,NULL,*
212,11,0,1,1,0,NULL,*
213,11,0,1,1,0,NULL,*
214,11,0,1,1,0,NULL,*
215,10,0,0,1,0,NULL,*
216,11,0,1,1,0,NULL,*
217,10,0,0,1,0,NULL,*
218,11,0,1,1,0,NULL,*
219,10,0,0,1,0,NULL,*
220,11,0,1,1,0,NULL,*
221,10,0,0,1,0,NULL,*
222,11,0,1,1,0,NULL,*
223,10,0,0,1,0,NULL,*
224,11,0,1,1,0,NULL,*
225,11,0,1,1,0,NULL,*
226,11,0,1,1,0,NULL,*
227,11,0,1,1,0,NULL,*
228,10,0,0,1,0,NULL,*
229,11,0,1,1,0,NULL,*
230,11,0,1,1,0,NULL,*
231,11,0,1,1,0,NULL,*
232,11,0,1,1,0,NULL,*
233,11,0,1,1,0,NULL,*
234,11,0,1,1,0,NULL,*
235,10,0,0,1,0,NULL,*
236,11,0,1,1,0,NULL,*
237,10,0,0,1,0,NULL,*
238,11,0,1,1,0,NULL,*
239,10,0,0,1,0,NULL,*
240,11,0,1,1,0,NULL,*
241,11,0,1,1,0,NULL,*
242,11,0,1,1,0,NULL,*
243,11,0,1,1,0,NULL,*
244,11,0,1,1,0,NULL,*
245,11,0,1,1,0,NULL,*
246,11,0,1,1,0,NULL,*
247,11,0,1,1,0,NULL,*
248,12,0,1,1,0,NULL,*
249,12,0,1,1,0,NULL,*
250,11,0,1,1,0,NULL,*
251,12,0,1,1,0,NULL,*
252,12,0,1,1,0,NULL,*
253,12,0,1,1,0,NULL,*
254,12,0,1,1,0,NULL,*
255,12,0,1,1,0,NULL,*
256,12,0,1,1,0,NULL,*
257,12,0,1,1,0,NULL,*
258,11,0,1,1,0,NULL,*
259,11,0,1,1,0,NULL,*
260,12,0,1,1,0,NULL,*
261,12,0,1,1,0,NULL,*
262,11,0,1,1,0,NULL,*
263,11,0,1,1,0,NULL,*
264,12,0,1,1,0,NULL,*
265,12,0,1,1,0,NULL,*
266,11,0,1,1,0,NULL,*
267,12,0,1,1,0,NULL,*
268,12,0,1,1,0,NULL,*
269,11,0,1,1,0,NULL,*
270,12,0,1,1,0,NULL,*
271,12,0,1,1,0,NULL,*
272,11,0,1,1,0,NULL,*
273,12,0,1,1,0,NULL,*
274,12,0,1,1,0,NULL,*
275,11,0,1,1,0,NULL,*
276,12,0,1,1,0,NULL,*
277,12,0,1,1,0,NULL,*
278,11,0,1,1,0,NULL,*
279,12,0,1,1,0,NULL,*
280,12,0,1,1,0,NULL,*
281,11,0,1,1,0,NULL,*
282,11,0,1,1,0,NULL,*
283,11,0,1,1,0,NULL,*
284,12,0,1,1,0,NULL,*
285,12,0,1,1,0,NULL,*
286,11,0,1,1,0,NULL,*
287,11,0,1,1,0,NULL,*
288,12,0,1,1,0,NULL,*
289,12,0,1,1,0,NULL,*
290,11,0,1,1,0,NULL,*
291,11,0,1,1,0,NULL,*
292,11,0,1,1,0,NULL,*
293,12,0,1,1,0,NULL,*
294,12,0,1,1,0,NULL,*
295,11,0,1,1,0,NULL,*
296,11,0,1,1,0,NULL,*
297,12,0,1,1,0,NULL,*
298,12,0,1,1,0,NULL,*
299,11,0,1,1,0,NULL,*
300,11,0,1,1,0,NULL,*
301,12,0,1,1,0,NULL,*
302,12,0,1,1,0,NULL,*
303,11,0,1,1,0,NULL,*
304,12,0,1,1,0,NULL,*
305,12,0,1,1,0,NULL,*
306,11,0,1,1,0,NULL,*
307,11,0,1,1,0,NULL,*
308,12,0,1,1,0,NULL,*
309,12,0,1,1,0,NULL,*
310,12,0,1,1,0,NULL,*
311,12,0,1,1,0,NULL,*
312,14,0,0,1,0,NULL,*
313,14,0,0,1,0,NULL,*
319,15,0,0,1,0,NULL,*
320,14,0,0,1,0,NULL,*
321,14,0,0,1,0,NULL,*
322,14,0,0,1,0,NULL,*
323,12,0,1,1,0,NULL,*
324,12,0,1,1,0,NULL,*
325,15,0,0,1,0,NULL,*
326,14,0,0,1,0,NULL,*
327,14,0,0,1,0,NULL,*
328,12,0,1,1,0,NULL,*
329,12,0,1,1,0,NULL,*
330,15,0,0,1,0,NULL,*
331,14,0,0,1,0,NULL,*
332,14,0,0,1,0,NULL,*
333,14,0,0,1,0,NULL,*
334,14,0,0,1,0,NULL,*
335,14,0,0,1,0,NULL,*
336,15,0,0,1,0,NULL,*
337,12,0,1,1,0,NULL,*
338,12,0,1,1,0,NULL,*
339,15,0,0,1,0,NULL,*
340,15,0,0,1,0,NULL,*
341,12,0,1,1,0,NULL,*
342,12,0,1,1,0,NULL,*
343,15,0,0,1,0,NULL,*
344,15,0,0,1,0,NULL,*
345,12,0,1,1,0,NULL,*
346,12,0,1,1,0,NULL,*
347,15,0,0,1,0,NULL,*
348,15,0,0,1,0,NULL,*
349,12,0,1,1,0,NULL,*
350,12,0,1,1,0,NULL,*
351,15,0,0,1,0,NULL,*
352,15,0,0,1,0,NULL,*
353,12,0,1,1,0,NULL,*
354,12,0,1,1,0,NULL,*
355,15,0,0,1,0,NULL,*
356,17,1,0,1,0,NULL,*
357,17,1,0,1,0,NULL,*
358,15,0,0,1,0,NULL,*
359,15,0,0,1,0,NULL,*
360,12,0,1,1,0,NULL,*
361,12,0,1,1,0,NULL,*
362,15,0,0,1,0,NULL,*
363,15,0,0,1,0,NULL,*
364,15,0,0,1,0,NULL,*
365,12,0,1,1,0,NULL,*
366,12,0,1,1,0,NULL,*
367,15,0,0,1,0,NULL,*
368,15,0,0,1,0,NULL,*
369,12,0,1,1,0,NULL,*
370,12,0,1,1,0,NULL,*
371,15,0,0,1,0,NULL,*
372,12,0,1,1,0,NULL,*
373,12,0,1,1,0,NULL,*
374,15,0,0,1,0,NULL,*
375,15,0,0,1,0,NULL,*
376,15,0,0,1,0,NULL,*
377,12,0,1,1,0,NULL,*
378,12,0,1,1,0,NULL,*
379,15,0,0,1,0,NULL,*
380,15,0,0,1,0,NULL,*
381,12,0,1,1,0,NULL,*
382,12,0,1,1,0,NULL,*
383,15,0,0,1,0,NULL,*
384,12,0,1,1,0,NULL,*
385,12,0,1,1,0,NULL,*
386,15,0,0,1,0,NULL,*
387,15,0,0,1,0,NULL,*
388,12,0,1,1,0,NULL,*
389,12,0,1,1,0,NULL,*
390,15,0,0,1,0,NULL,*
391,12,0,1,1,0,NULL,*
392,12,0,1,1,0,NULL,*
393,15,0,0,1,0,NULL,*
394,12,0,1,1,0,NULL,*
395,12,0,1,1,0,NULL,*
396,15,0,0,1,0,NULL,*
397,15,0,0,1,0,NULL,*
398,12,0,1,1,0,NULL,*
399,12,0,1,1,0,NULL,*
400,15,0,0,1,0,NULL,*
401,15,0,0,1,0,NULL,*
402,12,0,1,1,0,NULL,*
403,12,0,1,1,0,NULL,*
404,15,0,0,1,0,NULL,*
405,12,0,1,1,0,NULL,*
406,12,0,1,1,0,NULL,*
407,15,0,0,1,0,NULL,*
408,12,0,1,1,0,NULL,*
409,12,0,1,1,0,NULL,*
410,15,0,0,1,0,NULL,*
411,12,0,1,1,0,NULL,*
412,12,0,1,1,0,NULL,*
413,15,0,0,1,0,NULL,*
414,12,0,1,1,0,NULL,*
415,12,0,1,1,0,NULL,*
416,15,0,0,1,0,NULL,*
417,12,0,1,1,0,NULL,*
418,12,0,1,1,0,NULL,*
419,15,0,0,1,0,NULL,*
420,18,0,0,1,0,NULL,*
421,18,0,0,1,0,NULL,*
422,12,0,1,1,0,NULL,*
423,12,0,1,1,0,NULL,*
424,15,0,0,1,0,NULL,*
425,18,0,0,1,0,NULL,*
426,15,0,0,1,0,NULL,*
427,12,0,1,1,0,NULL,*
428,12,0,1,1,0,NULL,*
429,15,0,0,1,0,NULL,*
430,15,0,0,1,0,NULL,*
431,12,0,1,1,0,NULL,*
432,12,0,1,1,0,NULL,*
433,15,0,0,1,0,NULL,*
434,12,0,1,1,0,NULL,*
435,12,0,1,1,0,NULL,*
436,15,0,0,1,0,NULL,*
437,12,0,1,1,0,NULL,*
438,12,0,1,1,0,NULL,*
439,15,0,0,1,0,NULL,*
440,12,0,1,1,0,NULL,*
441,12,0,1,1,0,NULL,*
442,15,0,0,1,0,NULL,*
443,15,0,0,1,0,NULL,*
444,12,0,1,1,0,NULL,*
445,12,0,1,1,0,NULL,*
446,15,0,0,1,0,NULL,*
447,12,0,1,1,0,NULL,*
448,12,0,1,1,0,NULL,*
449,15,0,0,1,0,NULL,*
450,15,0,0,1,0,NULL,*
451,12,0,1,1,0,NULL,*
452,12,0,1,1,0,NULL,*
453,15,0,0,1,0,NULL,*
454,15,0,0,1,0,NULL,*
455,12,0,1,1,0,NULL,*
456,12,0,1,1,0,NULL,*
457,15,0,0,1,0,NULL,*
458,12,0,1,1,0,NULL,*
459,12,0,1,1,0,NULL,*
460,15,0,0,1,0,NULL,*
461,12,0,1,1,0,NULL,*
462,12,0,1,1,0,NULL,*
463,15,0,0,1,0,NULL,*
464,12,0,1,1,0,NULL,*
465,12,0,1,1,0,NULL,*
466,15,0,0,1,0,NULL,*
467,12,0,1,1,0,NULL,*
468,12,0,1,1,0,NULL,*
469,15,0,0,1,0,NULL,*
470,12,0,1,1,0,NULL,*
471,12,0,1,1,0,NULL,*
472,15,0,0,1,0,NULL,*
473,12,0,1,1,0,NULL,*
474,12,0,1,1,0,NULL,*
475,15,0,0,1,0,NULL,*
476,12,0,1,1,0,NULL,*
477,12,0,1,1,0,NULL,*
478,15,0,0,1,0,NULL,*
479,12,0,1,1,0,NULL,*
480,12,0,1,1,0,NULL,*
481,15,0,0,1,0,NULL,*
482,12,0,1,1,0,NULL,*
483,12,0,1,1,0,NULL,*
484,15,0,0,1,0,NULL,*
485,12,0,1,1,0,NULL,*
486,12,0,1,1,0,NULL,*
487,15,0,0,1,0,NULL,*
488,12,0,1,1,0,NULL,*
489,12,0,1,1,0,NULL,*
490,15,0,0,1,0,NULL,*
491,12,0,1,1,0,NULL,*
492,12,0,1,1,0,NULL,*
493,15,0,0,1,0,NULL,*
494,12,0,1,1,0,NULL,*
495,12,0,1,1,0,NULL,*
496,15,0,0,1,0,NULL,*
497,12,0,1,1,0,NULL,*
498,12,0,1,1,0,NULL,*
499,15,0,0,1,0,NULL,*
500,12,0,1,1,0,NULL,*
501,12,0,1,1,0,NULL,*
502,15,0,0,1,0,NULL,*
503,12,0,1,1,0,NULL,*
504,12,0,1,1,0,NULL,*
505,15,0,0,1,0,NULL,*
506,15,0,0,1,0,NULL,*
507,12,0,1,1,0,NULL,*
508,12,0,1,1,0,NULL,*
509,15,0,0,1,0,NULL,*
510,12,0,1,1,0,NULL,*
511,12,0,1,1,0,NULL,*
512,15,0,0,1,0,NULL,*
513,12,0,1,1,0,NULL,*
514,12,0,1,1,0,NULL,*
515,15,0,0,1,0,NULL,*
516,12,0,1,1,0,NULL,*
517,12,0,1,1,0,NULL,*
518,15,0,0,1,0,NULL,*
519,12,0,1,1,0,NULL,*
520,12,0,1,1,0,NULL,*
521,15,0,0,1,0,NULL,*
522,12,0,1,1,0,NULL,*
523,12,0,1,1,0,NULL,*
524,15,0,0,1,0,NULL,*
525,12,0,1,1,0,NULL,*
526,12,0,1,1,0,NULL,*
527,15,0,0,1,0,NULL,*
528,12,0,1,1,0,NULL,*
529,12,0,1,1,0,NULL,*
530,15,0,0,1,0,NULL,*
531,12,0,1,1,0,NULL,*
532,12,0,1,1,0,NULL,*
533,15,0,0,1,0,NULL,*
534,12,0,1,1,0,NULL,*
535,12,0,1,1,0,NULL,*
536,15,0,0,1,0,NULL,*
537,12,0,1,1,0,NULL,*
538,12,0,1,1,0,NULL,*
539,15,0,0,1,0,NULL,*
540,12,0,1,1,0,NULL,*
541,12,0,1,1,0,NULL,*
542,15,0,0,1,0,NULL,*
543,12,0,1,1,0,NULL,*
544,12,0,1,1,0,NULL,*
545,15,0,0,1,0,NULL,*
546,12,0,1,1,0,NULL,*
547,12,0,1,1,0,NULL,*
548,15,0,0,1,0,NULL,*
549,12,0,1,1,0,NULL,*
550,12,0,1,1,0,NULL,*
551,15,0,0,1,0,NULL,*
552,12,0,1,1,0,NULL,*
553,12,0,1,1,0,NULL,*
554,15,0,0,1,0,NULL,*
555,12,0,1,1,0,NULL,*
556,12,0,1,1,0,NULL,*
557,20,0,1,1,0,NULL,*
558,20,0,1,1,0,NULL,*
559,15,0,0,1,0,NULL,*
560,20,0,1,1,0,NULL,*
561,20,0,1,1,0,NULL,*
562,12,0,1,1,0,NULL,*
563,12,0,1,1,0,NULL,*
564,15,0,0,1,0,NULL,*
565,20,0,1,1,0,NULL,*
566,12,0,1,1,0,NULL,*
567,12,0,1,1,0,NULL,*
568,15,0,0,1,0,NULL,*
569,20,0,1,1,0,NULL,*
570,12,0,1,1,0,NULL,*
571,12,0,1,1,0,NULL,*
572,15,0,0,1,0,NULL,*
573,12,0,1,1,0,NULL,*
574,12,0,1,1,0,NULL,*
575,15,0,0,1,0,NULL,*
576,12,0,1,1,0,NULL,*
577,12,0,1,1,0,NULL,*
578,15,0,0,1,0,NULL,*
579,12,0,1,1,0,NULL,*
580,12,0,1,1,0,NULL,*
581,20,0,1,1,0,NULL,*
582,15,0,0,1,0,NULL,*
583,12,0,1,1,0,NULL,*
584,12,0,1,1,0,NULL,*
585,15,0,0,1,0,NULL,*
586,20,0,1,1,0,NULL,*
587,12,0,1,1,0,NULL,*
588,12,0,1,1,0,NULL,*
589,15,0,0,1,0,NULL,*
590,12,0,1,1,0,NULL,*
591,12,0,1,1,0,NULL,*
592,15,0,0,1,0,NULL,*
593,12,0,1,1,0,NULL,*
594,12,0,1,1,0,NULL,*
595,15,0,0,1,0,NULL,*
596,12,0,1,1,0,NULL,*
597,12,0,1,1,0,NULL,*
598,20,0,1,1,0,NULL,*
599,15,0,0,1,0,NULL,*
600,12,0,1,1,0,NULL,*
